"code","protocol_id","path","title","encoding_maturity","claims_renal","renal_inputs","renal_rules","claims_hepatic","hepatic_inputs","hepatic_rules","mismatches"
"00324","nccp-00324-v6b","protocols/head-neck/00324-docetaxel-75-cisplatin-75-5-fluorouracil-750-tcf-and-radiotherapy.json","Docetaxel 75, Cisplatin 75, 5-Fluorouracil 750 (TCF) and Radiotherapy","not_formally_audited","false","cisplatin_crcl_band","CIS_RENAL_50_59|CIS_RENAL_40_49|CIS_RENAL_LOW","false","alt_ast_uln_multiple|bilirubin_uln_multiple|bilirubin_umol_l|ast_u_l","5FU_HEPATIC|5FU_AST|DOC_BILI",""
"00325","nccp-00325-v6","protocols/shared/00325-sunitinib-50-mg-therapy-42-day.json","Sunitinib 50 mg Therapy – 42 day","partial_rule_encoding","false","","","false","alt_ast_uln_multiple|bilirubin_uln_multiple","TKI_LIVER_3|TKI_LIVER_5|TKI_BILI",""
"00326","nccp-00326-v4","protocols/genitourinary/00326-temsirolimus-therapy.json","Temsirolimus Therapy","not_formally_audited","false","","","false","alt_ast_uln_multiple|bilirubin_uln_multiple","",""
"00327","nccp-00327-v5","protocols/neuroendocrine/00327-sunitinib-37-5-mg-therapy-28-day.json","Sunitinib 37.5 mg Therapy – 28 day","not_formally_audited","false","","","true","child_pugh_class","SUN327_CHILD_PUGH_C",""
"00328","nccp-00328-v7","protocols/gastrointestinal/00328-cetuximab-7-day-and-folfiri-14-day-therapy.json","Cetuximab (7 day) and FOLFIRI (14 day) Therapy","partial_rule_encoding","false","","","false","bilirubin_uln_multiple","IRINOTECAN_BILIRUBIN_OVER_3ULN",""
"00329","nccp-00329-v9","protocols/gastrointestinal/00329-folfirinox.json","FOLFIRINOX Therapy","not_formally_audited","false","haemodialysis|crcl_ml_min","(unnamed)|(unnamed)|(unnamed)|(unnamed)","false","bilirubin_ratio_uln|bilirubin_umol_l|ast_u_l|hepatic_impairment_severity","(unnamed)|(unnamed)|(unnamed)|(unnamed)|(unnamed)",""
"00330","nccp-00330-v6","protocols/gastrointestinal/00330-cetuximab-7-day-and-irinotecan-14-day-therapy.json","Cetuximab (7 day) and Irinotecan (14 day) Therapy","partial_rule_encoding","false","","","false","bilirubin_uln_multiple","IRINOTECAN_BILIRUBIN_OVER_3ULN",""
"00331","nccp-00331-v7","protocols/gastrointestinal/00331-cetuximab-14-day-and-irinotecan-14-day-therapy.json","Cetuximab (14 day) and Irinotecan (14 day) Therapy","partial_rule_encoding","false","","","false","bilirubin_uln_multiple","IRINOTECAN_BILIRUBIN_OVER_3ULN",""
"00332","nccp-00332-v4","protocols/head-neck/00332-carboplatin-auc-1-5-chemoradiation-7-day.json","Carboplatin AUC 1.5 Chemoradiation – 7 day","not_formally_audited","false","gfr_or_crcl_ml_min","CARBO_GFR_LE20","false","alt_ast_uln_multiple|bilirubin_uln_multiple","",""
"00333","nccp-00333-v5a","protocols/genitourinary/00333-dose-dense-methotrexate-vinblastine-doxorubicin-and-cisplatin-mvac-14-day.json","Dose-dense Methotrexate, Vinblastine, Doxorubicin and Cisplatin (MVAC) – 14 day","not_formally_audited","false","cisplatin_renal_band","CIS_RENAL_50|CIS_RENAL_40|CIS_RENAL_LOW","false","alt_ast_uln_multiple|bilirubin_uln_multiple","",""
"00334","nccp-00334-v4","protocols/neuro-oncology/00334-temozolomide-with-radiotherapy-and-adjuvant-therapy.json","Temozolomide with Radiotherapy and Adjuvant Therapy","not_formally_audited","false","temozolomide_renal_band","TMZ_RENAL_LT36","false","hepatic_impairment_band","TMZ_CHILD_PUGH",""
"00335","nccp-00335-v4","protocols/sarcoma/00335-imatinib-therapy-gist.json","Imatinib Therapy – GIST","partial_rule_encoding","false","","","false","alt_ast_uln_multiple|bilirubin_uln_multiple","IMAT_BILI_GT3|IMAT_TRANS_GT5",""
"00337","nccp-00337-v5","protocols/genitourinary/00337-cisplatin-methotrexate-and-vinblastine-cmv-therapy.json","Cisplatin, Methotrexate and Vinblastine (CMV) Therapy","not_formally_audited","false","cisplatin_renal_band","CIS_RENAL_50|CIS_RENAL_40|CIS_RENAL_LOW","false","alt_ast_uln_multiple|bilirubin_uln_multiple","",""
"00338","nccp-00338-v5","protocols/genitourinary/00338-methotrexate-vinblastine-doxorubicin-and-cisplatin-mvac-28-day.json","Methotrexate, Vinblastine, Doxorubicin and Cisplatin (MVAC) – 28 day","not_formally_audited","false","cisplatin_renal_band","CIS_RENAL_50|CIS_RENAL_40|CIS_RENAL_LOW","false","alt_ast_uln_multiple|bilirubin_uln_multiple","",""
"00339","nccp-00339-v7","protocols/lung/00339-vinorelbine-days-1-8-15-and-cisplatin-day-1-21-day.json","Vinorelbine Days 1, 8, 15 and Cisplatin Day 1 – 21 day","not_formally_audited","true","cisplatin_renal_band","CISPLATIN_RENAL_45_59|CISPLATIN_RENAL_LT45|CISPLATIN_RENAL_LT30|CISPLATIN_DIALYSIS","true","bilirubin_uln_multiple|alt_ast_uln_multiple","VIN_BILI_1_5_3|VIN_BILI_GT3",""
"00340","nccp-00340-v4","protocols/lung/00340-ceritinib-monotherapy.json","Ceritinib Monotherapy","partial_rule_encoding","false","","","false","alt_ast_uln_multiple|bilirubin_uln_multiple","TARGET_HEPATITIS",""
"00342","nccp-00342-v4","protocols/neuro-oncology/00342-temozolomide-recurrent-therapy.json","Temozolomide Recurrent Therapy","not_formally_audited","false","temozolomide_renal_band","TMZ_RENAL_LT36","false","hepatic_impairment_band","TMZ_CHILD_PUGH",""
"00343","nccp-00343-v7","protocols/lung/00343-vinorelbine-and-cisplatin-therapy-28-day.json","Vinorelbine and Cisplatin Therapy – 28 day","not_formally_audited","true","cisplatin_renal_band","CISPLATIN_RENAL_45_59|CISPLATIN_RENAL_LT45|CISPLATIN_RENAL_LT30|CISPLATIN_DIALYSIS","true","bilirubin_uln_multiple|alt_ast_uln_multiple","VIN_BILI_1_5_3|VIN_BILI_GT3",""
"00344","nccp-00344-v9","protocols/gastrointestinal/00344-flot-therapy-14-day.json","FLOT Therapy – 14 day","not_formally_audited","true","oxaliplatin_renal_band","OXALIPLATIN_SEVERE_RENAL|OXALIPLATIN_DIALYSIS","true","alt_ast_uln_multiple|bilirubin_uln_multiple","TAXANE_LIVER_REVIEW",""
"00348","nccp-00348-v8a","protocols/breast/00348-carbo-auc6-paclitaxel-ddac.json","Carboplatin AUC 6 and weekly Paclitaxel followed by dose-dense AC","not_formally_audited","false","crcl_ml_min|gfr_ml_min|haemodialysis","(unnamed)|(unnamed)|(unnamed)|(unnamed)|(unnamed)|(unnamed)|(unnamed)|(unnamed)","false","alt_ratio_uln|bilirubin_ratio_uln|bilirubin_umol_l|child_pugh_class","(unnamed)|(unnamed)|(unnamed)|(unnamed)|(unnamed)|(unnamed)|(unnamed)",""
"00350","nccp-00350-v3","protocols/breast/00350-pertuzumab-trastuzumab-chemotherapy.json","Pertuzumab and Trastuzumab with Chemotherapy","not_formally_audited","false","gfr_ml_min","(unnamed)|(unnamed)","false","bilirubin_abnormal|alt_ast_uln_multiple","(unnamed)|(unnamed)|(unnamed)|(unnamed)|(unnamed)|(unnamed)",""
"00353","nccp-00353-v5","protocols/lung/00353-osimertinib-monotherapy.json","Osimertinib Monotherapy","partial_rule_encoding","false","","","false","alt_ast_uln_multiple|bilirubin_uln_multiple","TARGET_HEPATITIS",""
"00361","nccp-00361-vcurrent","protocols/breast/00361-fulvestrant-monotherapy.json","Fulvestrant Monotherapy","not_formally_audited","false","","","false","alt_grade|ast_grade|child_pugh_class","severe_hepatic_impairment_review",""
"00371","nccp-00371-vcurrent","protocols/breast/00371-letrozole-monotherapy.json","Letrozole Monotherapy","not_formally_audited","false","","","false","alt_grade|ast_grade|child_pugh_class","severe_hepatic_impairment_review",""
"00372","nccp-00372-v6","protocols/lung/00372-nintedanib-therapy-with-docetaxel.json","Nintedanib Therapy with Docetaxel","partial_rule_encoding","false","","","false","bilirubin_uln_multiple|alt_ast_uln_multiple","DOCETAXEL_BILI_HIGH|NINT_LFT_3",""
"00373","nccp-00373-v3","protocols/skin/00373-cobimetinib-and-vemurafenib-therapy.json","Cobimetinib and Vemurafenib Therapy","not_formally_audited","false","","","false","alt_ast_uln_multiple|bilirubin_uln_multiple","",""
"00374","nccp-00374-v4","protocols/sarcoma/00374-trabectedin-monotherapy.json","Trabectedin Monotherapy","not_formally_audited","true","trabectedin_renal_band","HD","true","alt_ast_uln_multiple|bilirubin_uln_multiple|alp_uln_multiple|hepatic_impairment_band","BILI|ASTALT|ALP|HEP_MOD|HEP_SEV",""
"00375","nccp-00375-v6","protocols/gynaecology/00375-trabectedin-and-pegylated-liposomal-doxorubicin-therapy.json","Trabectedin and Pegylated Liposomal Doxorubicin Therapy","not_formally_audited","false","","","false","alt_ast_uln_multiple|bilirubin_uln_multiple","TRAB_LFT",""
"00376","nccp-00376-vcurrent","protocols/breast/00376-exemestane-monotherapy.json","Exemestane Monotherapy","not_formally_audited","false","","","false","alt_grade|ast_grade|child_pugh_class","severe_hepatic_impairment_review",""
"00377","nccp-00377-v6","protocols/breast/00377-cmf-oral.json","Cyclophosphamide (oral), Methotrexate and 5-Fluorouracil (CMF)","not_formally_audited","false","","","false","","",""
"00378","nccp-00378-v6","protocols/breast/00378-cmf-iv-28-day.json","Cyclophosphamide (IV), Methotrexate and 5-Fluorouracil (CMF) – 28 day","not_formally_audited","false","","","false","","",""
"00379","nccp-00379-v4","protocols/neuro-oncology/00379-procarbazine-lomustine-and-vincristine-pcv-therapy-42-day.json","Procarbazine, Lomustine and Vincristine (PCV) Therapy – 42 Day","not_formally_audited","false","lomustine_renal_band|procarbazine_renal_band","LOM_45_60|LOM_30_44|LOM_LT30|PROC_CR_GT177|PROC_RENAL_SEVERE","false","bilirubin_umol_l|ast_alt_u_l","PROC_BILI_GT50|PROC_HEPATIC_CONTRA|VIN_HEPATIC_50_A|VIN_HEPATIC_50_B|VIN_HEPATIC_OMIT",""
"00380","nccp-00380-v6","protocols/gastrointestinal/00380-ecx-epirubicin-cisplatin-and-capecitabine-therapy.json","ECX: Epirubicin, Cisplatin and Capecitabine Therapy","partial_rule_encoding","false","cisplatin_crcl_band","CISPLATIN_CRCL_45_59|CISPLATIN_CRCL_LT45|CISPLATIN_DIALYSIS","false","","",""
"00381","nccp-00381-v6","protocols/breast/00381-cmf-iv-21-day.json","Cyclophosphamide (IV), Methotrexate and 5-Fluorouracil (CMF) – 21 day","not_formally_audited","false","","","false","","",""
"00382","nccp-00382-v3","protocols/gastrointestinal/00382-trifluridine-tipiracil.json","Trifluridine and Tipiracil (Lonsurf®) Therapy","not_formally_audited","false","dialysis|crcl_ml_min","(unnamed)|(unnamed)|(unnamed)","false","bilirubin_ratio_uln|hepatic_impairment","(unnamed)|(unnamed)",""
"00383","nccp-00383-v8","protocols/gastrointestinal/00383-gemcitabine-1000-mg-m2-and-cisplatin-25-mg-m2-21-day.json","Gemcitabine 1000 mg/m² and Cisplatin 25 mg/m² – 21 day","partial_rule_encoding","false","cisplatin_crcl_band","CISPLATIN_CRCL_45_59|CISPLATIN_CRCL_LT45|CISPLATIN_DIALYSIS","false","","",""
"00384","nccp-00384-v7","protocols/gastrointestinal/00384-gemcitabine-1000-mg-m2-and-capecitabine-650-mg-m2-21-day.json","Gemcitabine 1000 mg/m² and Capecitabine 650 mg/m² – 21 day","partial_rule_encoding","false","","","false","","",""
"00385","nccp-00385-v5","protocols/gynaecology/00385-cisplatin-40-mg-m-weekly-with-radiotherapy.json","Cisplatin 40 mg/m² Weekly with Radiotherapy","not_formally_audited","false","cisplatin_renal_band","CIS_50_59|CIS_40_49|CIS_LT40","false","alt_ast_uln_multiple|bilirubin_uln_multiple","",""
"00386","nccp-00386-v4","protocols/gastrointestinal/00386-doxorubicin-60-mg-m2-therapy.json","Doxorubicin 60 mg/m² Therapy","partial_rule_encoding","false","","","false","","",""
"00387","nccp-00387-v5","protocols/head-neck/00387-cisplatin-100-mg-m-with-radiotherapy.json","Cisplatin 100 mg/m² with Radiotherapy","not_formally_audited","false","cisplatin_crcl_band","CIS_RENAL_50_59|CIS_RENAL_40_49|CIS_RENAL_LOW","false","alt_ast_uln_multiple|bilirubin_uln_multiple","",""
"00388","nccp-00388-v3","protocols/lung/00388-oral-etoposide-therapy.json","Oral Etoposide Therapy","not_formally_audited","true","etoposide_renal_band","ETOP_RENAL_15_49|ETOP_RENAL_LT15|ETOP_DIALYSIS","true","bilirubin_uln_multiple","ETOP_BILI_HIGH",""
"00391","nccp-00391-v5","protocols/sarcoma/00391-doxorubicin-60-mg-m2-and-ifosfamide-therapy.json","Doxorubicin 60 mg/m² and Ifosfamide Therapy","not_formally_audited","true","ifosfamide_renal_band","IFO_RENAL_LT50|IFO_DIALYSIS","true","bilirubin_uln_multiple","DOX_BILI_GT4_3|DOX_BILI_GT2_5|DOX_BILI_GT1",""
"00392","nccp-00392-v5","protocols/sarcoma/00392-doxorubicin-75-mg-m2-and-ifosfamide-therapy.json","Doxorubicin 75 mg/m² and Ifosfamide Therapy","not_formally_audited","true","ifosfamide_renal_band","IFO_RENAL_LT50|IFO_DIALYSIS","true","bilirubin_uln_multiple","DOX_BILI_GT4_3|DOX_BILI_GT2_5|DOX_BILI_GT1",""
"00401","nccp-00401-v6","protocols/lung/00401-alectinib-monotherapy.json","Alectinib Monotherapy","partial_rule_encoding","false","","","false","alt_ast_uln_multiple|bilirubin_uln_multiple","TARGET_HEPATITIS",""
"00414","nccp-00414-vcurrent","protocols/breast/00414-palbociclib.json","Palbociclib Therapy - 28 day","not_formally_audited","false","renal_band","(unnamed)","false","child_pugh","(unnamed)",""
"00415","nccp-00415-v4","protocols/skin/00415-trametinib-and-dabrafenib-therapy.json","Trametinib and Dabrafenib Therapy","not_formally_audited","false","","","false","alt_ast_uln_multiple|bilirubin_uln_multiple","",""
"00416","nccp-00416-v4","protocols/haemato-oncology/plasma-cell/00416-rvd-21-day.json","Bortezomib, Lenalidomide and dexamethasone (RVD) Therapy – 21 day","not_formally_audited","false","crcl_ml_min|haemodialysis","(unnamed)|(unnamed)|(unnamed)","false","bilirubin_ratio_uln","(unnamed)",""
"00417","nccp-00417-v7","protocols/head-neck/00417-cetuximab-cisplatin-100-mg-m-and-5-fluorouracil-21-day.json","Cetuximab, Cisplatin 100 mg/m² and 5-Fluorouracil – 21 day","not_formally_audited","false","cisplatin_crcl_band","CIS_RENAL_50_59|CIS_RENAL_40_49|CIS_RENAL_LOW","false","alt_ast_uln_multiple|bilirubin_uln_multiple|bilirubin_umol_l|ast_u_l","5FU_HEPATIC|5FU_AST",""
"00418","nccp-00418-v7","protocols/head-neck/00418-cetuximab-carboplatin-auc-5-and-5-fluorouracil-21-day.json","Cetuximab, Carboplatin AUC 5 and 5-Fluorouracil – 21 day","not_formally_audited","false","gfr_or_crcl_ml_min","CARBO_GFR_LE20","false","alt_ast_uln_multiple|bilirubin_uln_multiple|bilirubin_umol_l|ast_u_l","5FU_HEPATIC|5FU_AST",""
"00419","nccp-00419-v4","protocols/gynaecology/00419-carboplatin-auc-2-weekly-with-radiotherapy.json","Carboplatin AUC 2 Weekly with Radiotherapy","not_formally_audited","false","gfr_or_crcl_ml_min","CARBO_GFR_LOW","false","alt_ast_uln_multiple|bilirubin_uln_multiple","",""
"00420","nccp-00420-v4","protocols/sarcoma/00420-doxorubicin-25-mg-m2-day-and-cisplatin-100-mg-m2-therapy-21-day.json","Doxorubicin 25 mg/m²/day and Cisplatin 100 mg/m² Therapy – 21 day","not_formally_audited","true","cisplatin_renal_band","CIS_50_59|CIS_40_49|CIS_LT40|CIS_DIALYSIS","true","bilirubin_uln_multiple","DOX_BILI_GT4_3|DOX_BILI_GT2_5|DOX_BILI_GT1",""
"00421","nccp-00421-v4","protocols/gastrointestinal/00421-5-fluorouracil-continuous-infusion-and-radiotherapy.json","5-Fluorouracil Continuous Infusion and Radiotherapy","partial_rule_encoding","false","","","false","","",""
"00422","nccp-00422-v5","protocols/gastrointestinal/00422-carboplatin-auc2-and-paclitaxel-50-mg-m2-weekly-with-radiotherapy.json","Carboplatin AUC2 and Paclitaxel 50 mg/m² Weekly with Radiotherapy","not_formally_audited","true","crcl_ml_min","CARBOPLATIN_LOW_CRCL","true","alt_ast_uln_multiple|bilirubin_uln_multiple","TAXANE_LIVER_REVIEW",""
"00423","nccp-00423-vcurrent","protocols/breast/00423-at-doxorubicin-docetaxel.json","Doxorubicin 50 mg/m² and Docetaxel 75 mg/m² (AT 50/75)","not_formally_audited","false","","","false","","",""
"00427","nccp-00427-v6","protocols/gastrointestinal/00427-roswell-park-modified-5-fluorouracil-and-folinic-acid.json","Roswell Park Modified 5-Fluorouracil and Folinic Acid","partial_rule_encoding","false","","","false","","",""
"00428","nccp-00428-v6","protocols/gastrointestinal/00428-quasar-modified-5-fluorouracil-and-folinic-acid-weekly.json","QUASAR Modified 5-Fluorouracil and Folinic Acid Weekly","partial_rule_encoding","false","","","false","","",""
"00429","nccp-00429-v7a","protocols/gastrointestinal/00429-eof-epirubicin-oxaliplatin-and-5-fluorouracil-therapy.json","EOF: Epirubicin, Oxaliplatin and 5-Fluorouracil Therapy","partial_rule_encoding","false","oxaliplatin_renal_band","OXALIPLATIN_SEVERE_RENAL|OXALIPLATIN_DIALYSIS","false","","",""
"00430","nccp-00430-v6","protocols/breast/00430-gemcitabine-carboplatin.json","Gemcitabine and Carboplatin AUC2 - 21 day","not_formally_audited","false","gfr_ml_min|haemodialysis","(unnamed)|(unnamed)|(unnamed)","false","bilirubin_micromol_l","(unnamed)",""
"00431","nccp-00431-v10","protocols/skin/00431-nivolumab-1-mg-kg-and-ipilimumab-3-mg-kg-therapy.json","Nivolumab 1 mg/kg and Ipilimumab 3 mg/kg Therapy","not_formally_audited","false","creatinine_ratio_baseline_or_uln","ICI_RENAL","false","alt_ast_uln_multiple|bilirubin_uln_multiple","",""
"00432","nccp-00432-v5","protocols/breast/00432-ac-weekly-paclitaxel-trastuzumab.json","AC followed by weekly Paclitaxel and weekly Trastuzumab (AC-TH)","not_formally_audited","false","","","false","","",""
"00433","nccp-00433-v6","protocols/breast/00433-ddac-weekly-paclitaxel-trastuzumab.json","Dose-dense AC followed by weekly Paclitaxel and weekly Trastuzumab","not_formally_audited","false","","","false","","",""
"00435","nccp-00435-v3","protocols/haemato-oncology/plasma-cell/00435-bortezomib-maintenance-14-day.json","Bortezomib Maintenance Therapy – 14 day","not_formally_audited","false","crcl_ml_min|haemodialysis","(unnamed)","false","bilirubin_ratio_uln","(unnamed)",""
"00445","nccp-00445-v3","protocols/shared/00445-pazopanib-monotherapy.json","Pazopanib Monotherapy","not_formally_audited","true","pazopanib_renal_band","RENAL_LT30|RENAL_HD","true","alt_ast_uln_multiple|bilirubin_uln_multiple|recurrent_alt_after_restart","BILI_GT3|BILI_1_5_3|ALT_GT8|ALT_3_8|RECURRENT_ALT|ALT_BILI_COMBO",""
"00446","nccp-00446-v7b","protocols/gastrointestinal/00446-bevacizumab-modified-folfox6.json","Bevacizumab 5mg/kg and Modified FOLFOX-6 Therapy -14 day","not_formally_audited","false","crcl_ml_min|haemodialysis","(unnamed)|(unnamed)|(unnamed)","false","hepatic_impairment_category","(unnamed)|(unnamed)",""
"00447","nccp-00447-v6b","protocols/gastrointestinal/00447-panitumumab-modified-folfox6.json","Panitumumab 6mg/kg and Modified FOLFOX-6 Therapy -14 day","not_formally_audited","false","crcl_ml_min|haemodialysis","(unnamed)|(unnamed)|(unnamed)","false","hepatic_impairment_category","(unnamed)|(unnamed)",""
"00448","nccp-00448-v4b","protocols/gastrointestinal/00448-panitumumab-folfiri.json","Panitumumab 6mg/kg and FOLFIRI Therapy -14 day","not_formally_audited","false","crcl_ml_min|haemodialysis","(unnamed)|(unnamed)|(unnamed)","false","bilirubin_ratio_uln|bilirubin_umol_l|ast_u_l|hepatic_impairment_severity","(unnamed)|(unnamed)|(unnamed)|(unnamed)|(unnamed)",""
"00449","nccp-00449-v6a","protocols/gastrointestinal/00449-bevacizumab-folfiri.json","Bevacizumab 5mg/kg and FOLFIRI Therapy -14 day","not_formally_audited","false","crcl_ml_min|haemodialysis","(unnamed)|(unnamed)|(unnamed)","false","bilirubin_ratio_uln|bilirubin_umol_l|ast_u_l|hepatic_impairment_severity","(unnamed)|(unnamed)|(unnamed)|(unnamed)|(unnamed)",""
"00450","nccp-00450-v4c","protocols/genitourinary/00450-mitomycin-and-5-fluorouracil-with-radiotherapy.json","Mitomycin and 5-Fluorouracil with Radiotherapy","rule_level_source_reconciled","true","crcl_ml_min|renal_impairment_severity","5FU_SEVERE_RENAL_IMPAIRMENT|RENAL_DPD_PHENOTYPE_CAUTION|MITOMYCIN_CRCL_LT_10|MITOMYCIN_CRCL_EQ_10_BOUNDARY|MITOMYCIN_HIGH_DOSE_CRCL_10_TO_60","true","bilirubin_umol_l|ast_uln_multiple|ast_u_l|hepatic_impairment_severity","5FU_BILIRUBIN_GT_85|5FU_BILIRUBIN_EQ_85_BOUNDARY|5FU_AST_GT_180|5FU_AST_EQ_180_BOUNDARY|5FU_MODERATE_HEPATIC_IMPAIRMENT|5FU_SEVERE_HEPATIC_IMPAIRMENT|MITOMYCIN_AST_GT_2_ULN",""
"00451","nccp-00451-v4c","protocols/gastrointestinal/00451-5-fluorouracil-4-day-mitomycin-and-radiotherapy.json","5-Fluorouracil (4 day), Mitomycin and Radiotherapy","rule_level_source_reconciled","true","crcl_ml_min|renal_impairment_severity","5FU_SEVERE_RENAL_IMPAIRMENT|RENAL_DPD_PHENOTYPE_CAUTION|MITOMYCIN_CRCL_LT_10|MITOMYCIN_CRCL_EQ_10_BOUNDARY|MITOMYCIN_HIGH_DOSE_CRCL_10_TO_60","true","bilirubin_umol_l|ast_uln_multiple|ast_u_l|hepatic_impairment_severity","5FU_BILIRUBIN_GT_85|5FU_BILIRUBIN_EQ_85_BOUNDARY|5FU_AST_GT_180|5FU_AST_EQ_180_BOUNDARY|5FU_MODERATE_HEPATIC_IMPAIRMENT|5FU_SEVERE_HEPATIC_IMPAIRMENT|MITOMYCIN_AST_GT_2_ULN",""
"00453","nccp-00453-v3","protocols/genitourinary/00453-carboplatin-auc-7-and-etoposide-750-mg-m-therapy.json","Carboplatin AUC 7 and Etoposide 750 mg/m² Therapy","not_formally_audited","false","gfr_or_crcl_ml_min","CARBO_RENAL","false","alt_ast_uln_multiple|bilirubin_uln_multiple","",""
"00455","nccp-00455-v15b","protocols/shared/00455-pembrolizumab-200-mg-monotherapy.json","Pembrolizumab 200 mg Monotherapy","not_formally_audited","true","creatinine_ratio_baseline_or_uln","ICI_NEPHRITIS_RATIO","true","alt_ast_uln_multiple|bilirubin_uln_multiple","ICI_HEPATITIS_TRANSAMINASE|ICI_HEPATITIS_BILIRUBIN",""
"00456","nccp-00456-v4","protocols/lung/00456-cisplatin-50-mg-m2-etoposide-50-mg-m2-and-thoracic-radiotherapy-28-day.json","Cisplatin 50 mg/m², Etoposide 50 mg/m² and Thoracic Radiotherapy – 28 day","not_formally_audited","true","cisplatin_renal_band|etoposide_renal_band","CISPLATIN_RENAL_45_59|CISPLATIN_RENAL_LT45|CISPLATIN_RENAL_LT30|CISPLATIN_DIALYSIS|ETOP_RENAL_15_49|ETOP_RENAL_LT15|ETOP_DIALYSIS","true","bilirubin_uln_multiple","ETOP_BILI_HIGH",""
"00460","nccp-00460-v4","protocols/gastrointestinal/00460-cisplatin-75-mg-m2-and-5-fluorouracil-chemoradiation-herskovic.json","Cisplatin 75 mg/m² and 5-Fluorouracil Chemoradiation (Herskovic)","partial_rule_encoding","false","cisplatin_crcl_band","CISPLATIN_CRCL_45_59|CISPLATIN_CRCL_LT45|CISPLATIN_DIALYSIS","false","","",""
"00461","nccp-00461-v3","protocols/neuro-oncology/00461-temozolomide-with-radiotherapy-and-adjuvant-therapy-patients-greater-than-65-years.json","Temozolomide with Radiotherapy and Adjuvant Therapy – Patients Greater Than 65 Years","not_formally_audited","false","temozolomide_renal_band","TMZ_RENAL_LT36","false","hepatic_impairment_band","TMZ_CHILD_PUGH",""
"00462","nccp-00462-v4","protocols/sarcoma/00462-pegylated-liposomal-doxorubicin-20-mg-m2-21-day.json","Pegylated Liposomal Doxorubicin 20 mg/m² – 21 day","partial_rule_encoding","false","","","false","bilirubin_uln_multiple","PLD_BILI_GT4_3|PLD_BILI_GT2_5|PLD_BILI_GT1",""
"00463","nccp-00463-v4","protocols/sarcoma/00463-map-therapy-methotrexate-doxorubicin-and-cisplatin.json","MAP Therapy – Methotrexate, Doxorubicin and Cisplatin","not_formally_audited","true","cisplatin_renal_band|methotrexate_renal_band|creatinine_rise_percent","MAP_MTX_RENAL|MAP_CIS_RENAL","true","bilirubin_uln_multiple","MAP_DOX_BILI_GT4_35|MAP_DOX_BILI_GT2_6|MAP_DOX_BILI_GT1_75|MAP_DOX_BILI_GT1_05",""
"00464","nccp-00464-v3","protocols/skin/00464-dacarbazine-therapy.json","Dacarbazine Therapy","not_formally_audited","false","dacarbazine_renal_band","DTIC_CRCL_45_60|DTIC_CRCL_30_45|DTIC_CRCL_LT30","false","alt_ast_uln_multiple|bilirubin_uln_multiple|severe_liver_disease","DTIC_LIVER",""
"00473","nccp-00473-v6","protocols/gastrointestinal/00473-cisplatin-and-capecitabine-adjuvant-chemoradiation-therapy.json","Cisplatin and Capecitabine Adjuvant Chemoradiation Therapy","partial_rule_encoding","false","cisplatin_crcl_band","CISPLATIN_CRCL_45_59|CISPLATIN_CRCL_LT45|CISPLATIN_DIALYSIS","false","","",""
"00477","nccp-00477-v3","protocols/genitourinary/00477-goserelin-10-8mg-q12weeks.json","Goserelin 10.8 mg Therapy – 12 weeks","not_formally_audited","false","","","false","","",""
"00478","nccp-00478-v3","protocols/genitourinary/00478-goserelin-3-6mg-q28days.json","Goserelin 3.6 mg Therapy – 28 day","not_formally_audited","false","","","false","","",""
"00479","nccp-00479-v3","protocols/genitourinary/00479-leuprorelin-22-5mg-q12weeks.json","Leuprorelin 22.5 mg Therapy – 12 weeks","not_formally_audited","false","","","false","","",""
"00480","nccp-00480-v3","protocols/genitourinary/00480-triptorelin-11-25mg-q12weeks.json","Triptorelin 11.25 mg Therapy – 12 weeks","not_formally_audited","false","","","false","","",""
"00481","nccp-00481-v3","protocols/genitourinary/00481-degarelix.json","Degarelix Therapy","not_formally_audited","false","","","false","","",""
"00482","nccp-00482-v3","protocols/genitourinary/00482-bicalutamide.json","Bicalutamide Therapy","not_formally_audited","false","","","false","hepatic_impairment","SEVERE_HEPATIC",""
"00483","nccp-00483-v13a","protocols/shared/00483-nivolumab-monotherapy-14-day.json","Nivolumab Monotherapy – 14 day","not_formally_audited","true","creatinine_ratio_baseline_or_uln","ICI_NEPHRITIS_RATIO","true","alt_ast_uln_multiple|bilirubin_uln_multiple","ICI_HEPATITIS_TRANSAMINASE|ICI_HEPATITIS_BILIRUBIN",""
"00484","nccp-00484-v13a","protocols/shared/00484-nivolumab-monotherapy-28-day.json","Nivolumab Monotherapy – 28 day","not_formally_audited","true","creatinine_ratio_baseline_or_uln","ICI_NEPHRITIS_RATIO","true","alt_ast_uln_multiple|bilirubin_uln_multiple","ICI_HEPATITIS_TRANSAMINASE|ICI_HEPATITIS_BILIRUBIN",""
"00485","nccp-00485-v6","protocols/breast/00485-dose-dense-ac-weekly-paclitaxel.json","Dose-dense AC followed by weekly Paclitaxel","not_formally_audited","false","","","false","","",""
"00486","nccp-00486-v8","protocols/gastrointestinal/00486-flox-therapy.json","FLOX Therapy","partial_rule_encoding","false","oxaliplatin_renal_band","OXALIPLATIN_SEVERE_RENAL|OXALIPLATIN_DIALYSIS","false","","",""
"00488","nccp-00488-v3","protocols/genitourinary/00488-triptorelin-22-5mg-q24weeks.json","Triptorelin 22.5 mg Therapy – 24 weeks","not_formally_audited","false","","","false","","",""
